UserID,Age,Gender,HeightCM,WeightKG,ActivityLevel,Goal,DietPreference,BMI,BMIClass,BMR,TDEE
U1268,18,female,155.7,40.0,very_active,maintain,none,16.5,underweight,1122.0,2132.0
U1269,29,male,165.6,68.6,light,gain_muscle,none,25.0,overweight,1581.0,2174.0
U1270,51,male,184.1,86.0,light,lose_weight,high-protein,25.4,overweight,1761.0,2421.0
U1271,40,female,164.5,55.3,sedentary,lose_weight,vegan,20.4,normal,1220.0,1464.0
U1272,53,male,169.3,75.6,sedentary,lose_weight,low-carb,26.4,overweight,1554.0,1865.0
U1273,43,male,167.3,60.6,light,lose_weight,none,21.7,normal,1442.0,1983.0
U1274,57,female,166.5,66.8,sedentary,maintain,high-protein,24.1,normal,1263.0,1516.0
U1275,43,male,160.3,60.7,sedentary,lose_weight,none,23.6,normal,1399.0,1679.0
U1276,18,male,176.9,66.2,sedentary,maintain,none,21.2,normal,1683.0,2020.0
U1277,19,male,165.3,64.8,light,gain_muscle,high-protein,23.7,normal,1591.0,2188.0
U1278,54,male,174.6,64.4,active,lose_weight,vegan,21.1,normal,1470.0,2536.0
U1279,17,female,157.5,54.6,sedentary,maintain,none,22.0,normal,1284.0,1541.0
U1280,34,female,163.1,66.6,moderate,lose_weight,none,25.0,overweight,1354.0,2099.0
U1281,16,male,166.7,61.7,moderate,gain_muscle,high-protein,22.2,normal,1584.0,2455.0
U1282,30,male,170.9,58.5,active,lose_weight,none,20.0,normal,1508.0,2601.0
U1283,45,male,185.2,67.7,sedentary,maintain,none,19.7,normal,1614.0,1937.0
U1284,24,female,161.3,40.0,active,lose_weight,none,15.4,underweight,1127.0,1944.0
U1285,38,female,167.5,63.4,active,lose_weight,none,22.6,normal,1330.0,2294.0
U1286,64,female,166.8,79.1,very_active,lose_weight,high-protein,28.4,overweight,1352.0,2569.0
U1287,19,male,177.9,57.1,active,lose_weight,none,18.0,underweight,1593.0,2748.0
U1288,19,male,179.9,66.2,sedentary,gain_muscle,vegetarian,20.5,normal,1696.0,2035.0
U1289,29,male,166.2,66.8,very_active,lose_weight,vegan,24.2,normal,1567.0,2977.0
U1290,56,female,164.6,69.0,active,gain_muscle,none,25.5,overweight,1278.0,2205.0
U1291,35,male,159.2,87.2,sedentary,lose_weight,vegetarian,34.4,obese,1697.0,2036.0
U1292,47,female,158.0,40.0,sedentary,lose_weight,none,16.0,underweight,992.0,1190.0
U1293,17,female,162.0,67.2,very_active,lose_weight,high-protein,25.6,overweight,1438.0,2732.0
U1294,52,male,172.6,65.9,sedentary,lose_weight,high-protein,22.1,normal,1483.0,1780.0
U1295,19,male,157.1,83.9,active,gain_muscle,high-protein,34.0,obese,1731.0,2986.0
U1296,50,male,176.3,64.3,light,lose_weight,none,20.7,normal,1500.0,2062.0
U1297,23,male,165.7,40.0,moderate,gain_muscle,high-protein,14.6,underweight,1326.0,2055.0
U1298,58,male,167.4,62.1,sedentary,lose_weight,vegetarian,22.2,normal,1382.0,1658.0
U1299,30,female,159.1,47.8,moderate,lose_weight,none,18.9,normal,1161.0,1800.0
U1300,25,male,173.8,81.6,moderate,lose_weight,none,27.0,overweight,1782.0,2762.0
U1301,32,male,168.6,104.6,very_active,maintain,none,36.8,obese,1945.0,3696.0
U1302,16,female,160.7,64.4,sedentary,maintain,none,24.9,normal,1407.0,1688.0
U1303,24,female,162.7,58.2,sedentary,gain_muscle,none,22.0,normal,1318.0,1582.0
U1304,45,male,169.1,66.0,sedentary,lose_weight,low-carb,23.1,normal,1497.0,1796.0
U1305,30,female,165.0,47.6,sedentary,lose_weight,low-carb,17.5,underweight,1196.0,1435.0
U1306,33,female,160.9,64.0,very_active,gain_muscle,none,24.7,normal,1320.0,2508.0
U1307,55,female,164.7,80.1,sedentary,maintain,low-carb,29.5,overweight,1394.0,1673.0
U1308,22,female,161.2,66.9,sedentary,gain_muscle,vegan,25.7,overweight,1406.0,1687.0
U1309,35,male,162.1,83.1,active,lose_weight,vegetarian,31.6,obese,1674.0,2888.0
U1310,25,female,156.2,54.4,sedentary,maintain,low-carb,22.3,normal,1234.0,1481.0
U1311,39,male,152.8,43.3,sedentary,lose_weight,vegan,18.5,normal,1198.0,1438.0
U1312,32,female,167.3,67.1,moderate,gain_muscle,vegetarian,24.0,normal,1396.0,2164.0
U1313,18,female,163.8,53.4,light,lose_weight,none,19.9,normal,1307.0,1797.0
U1314,19,male,173.0,59.8,active,gain_muscle,none,20.0,normal,1589.0,2741.0
U1315,57,male,175.9,64.2,moderate,lose_weight,low-carb,20.7,normal,1461.0,2265.0
U1316,18,female,145.8,54.5,light,gain_muscle,none,25.6,overweight,1205.0,1657.0
U1317,54,female,156.6,42.0,moderate,gain_muscle,none,17.1,underweight,968.0,1500.0
U1318,60,male,176.1,63.3,active,gain_muscle,none,20.4,normal,1439.0,2482.0
U1319,38,female,159.2,58.4,light,lose_weight,vegetarian,23.0,normal,1228.0,1688.0
U1320,31,female,160.7,58.6,moderate,lose_weight,none,22.7,normal,1274.0,1975.0
U1321,54,male,185.3,84.9,light,gain_muscle,low-carb,24.7,normal,1742.0,2395.0
U1322,64,male,161.9,57.6,moderate,maintain,none,22.0,normal,1273.0,1973.0
U1323,21,male,174.9,80.5,moderate,maintain,high-protein,26.3,overweight,1798.0,2787.0
U1324,63,female,162.8,78.3,sedentary,lose_weight,vegetarian,29.5,overweight,1324.0,1589.0
U1325,62,male,173.9,62.3,light,lose_weight,vegetarian,20.6,normal,1405.0,1932.0
U1326,22,female,158.7,53.5,sedentary,lose_weight,none,21.2,normal,1256.0,1507.0
U1327,18,male,177.8,90.3,moderate,maintain,none,28.6,overweight,1929.0,2990.0
U1328,51,female,152.0,76.5,moderate,lose_weight,high-protein,33.1,obese,1299.0,2013.0
U1329,19,male,171.5,42.9,light,lose_weight,high-protein,14.6,underweight,1411.0,1940.0
U1330,45,male,168.1,65.8,sedentary,gain_muscle,none,23.3,normal,1489.0,1787.0
U1331,19,female,148.9,56.7,very_active,maintain,low-carb,25.6,overweight,1242.0,2360.0
U1332,49,male,175.0,59.6,light,gain_muscle,high-protein,19.5,normal,1450.0,1994.0
U1333,27,male,179.5,97.5,light,lose_weight,none,30.3,obese,1967.0,2705.0
U1334,20,female,158.4,52.5,sedentary,lose_weight,vegetarian,20.9,normal,1254.0,1505.0
U1335,19,female,161.3,57.4,moderate,maintain,high-protein,22.1,normal,1326.0,2055.0
U1336,25,female,156.9,49.2,light,lose_weight,high-protein,20.0,normal,1187.0,1632.0
U1337,42,male,165.8,62.1,active,maintain,none,22.6,normal,1452.0,2505.0
U1338,19,female,165.6,74.8,moderate,lose_weight,none,27.3,overweight,1527.0,2367.0
U1339,55,female,147.0,54.2,sedentary,maintain,none,25.1,overweight,1025.0,1230.0
U1340,45,male,167.1,61.5,moderate,lose_weight,none,22.0,normal,1439.0,2230.0
U1341,30,male,175.0,75.1,sedentary,maintain,none,24.5,normal,1700.0,2040.0
U1342,64,female,161.4,67.3,sedentary,gain_muscle,vegetarian,25.8,overweight,1201.0,1441.0
U1343,48,male,160.9,54.1,moderate,lose_weight,vegetarian,20.9,normal,1312.0,2034.0
U1344,48,female,149.0,55.0,sedentary,lose_weight,none,24.8,normal,1080.0,1296.0
U1345,24,female,155.2,40.0,active,lose_weight,vegetarian,16.6,underweight,1089.0,1879.0
U1346,50,female,155.5,40.0,moderate,maintain,none,16.5,underweight,961.0,1490.0
U1347,43,male,174.1,81.7,sedentary,lose_weight,none,27.0,overweight,1695.0,2034.0
U1348,64,male,177.5,101.9,very_active,lose_weight,high-protein,32.3,obese,1813.0,3445.0
U1349,39,male,163.1,65.2,moderate,gain_muscle,high-protein,24.5,normal,1481.0,2296.0
U1350,49,male,162.1,56.0,sedentary,maintain,none,21.3,normal,1333.0,1600.0
U1351,32,female,160.9,52.3,moderate,maintain,high-protein,20.2,normal,1208.0,1872.0
U1352,17,female,165.8,54.1,very_active,lose_weight,high-protein,19.7,normal,1331.0,2529.0
U1353,22,male,169.1,68.0,light,gain_muscle,vegetarian,23.8,normal,1632.0,2244.0
U1354,58,male,165.5,63.6,light,lose_weight,low-carb,23.2,normal,1385.0,1904.0
U1355,52,female,159.0,71.5,light,lose_weight,none,28.3,overweight,1288.0,1771.0
U1356,33,male,163.7,49.4,light,maintain,none,18.4,underweight,1357.0,1866.0
U1357,50,male,178.2,80.2,sedentary,lose_weight,high-protein,25.3,overweight,1671.0,2005.0
U1358,16,male,166.6,46.5,moderate,maintain,vegetarian,16.8,underweight,1431.0,2218.0
U1359,17,female,162.3,81.0,active,lose_weight,none,30.8,obese,1578.0,2722.0
U1360,40,male,169.2,56.1,moderate,lose_weight,none,19.6,normal,1424.0,2207.0
U1361,46,female,162.9,64.4,sedentary,maintain,none,24.3,normal,1271.0,1525.0
U1362,61,male,169.0,77.3,light,lose_weight,none,27.1,overweight,1529.0,2102.0
U1363,53,female,168.9,60.3,sedentary,maintain,none,21.1,normal,1233.0,1480.0
U1364,28,male,171.2,63.5,light,maintain,low-carb,21.7,normal,1570.0,2159.0
U1365,55,male,170.8,54.4,moderate,lose_weight,none,18.6,normal,1342.0,2080.0
U1366,40,male,177.8,71.2,light,maintain,high-protein,22.5,normal,1628.0,2238.0
U1367,56,male,158.8,73.1,active,gain_muscle,none,29.0,overweight,1448.0,2498.0
U1368,24,male,180.1,95.1,light,gain_muscle,none,29.3,overweight,1962.0,2698.0
U1369,17,male,177.7,85.3,moderate,lose_weight,low-carb,27.0,overweight,1884.0,2920.0
U1370,18,male,180.8,101.5,active,maintain,none,31.1,obese,2060.0,3554.0
U1371,64,male,171.6,92.8,moderate,gain_muscle,none,31.5,obese,1686.0,2613.0
U1372,19,female,162.5,65.0,active,maintain,high-protein,24.6,normal,1410.0,2432.0
U1373,62,male,161.7,49.8,active,lose_weight,none,19.0,normal,1204.0,2077.0
U1374,51,female,178.7,57.9,moderate,lose_weight,none,18.1,underweight,1280.0,1984.0
U1375,23,female,162.0,56.0,light,maintain,low-carb,21.3,normal,1296.0,1782.0
U1376,58,male,160.4,55.6,light,gain_muscle,none,21.6,normal,1274.0,1752.0
U1377,23,female,158.8,58.4,active,gain_muscle,vegan,23.2,normal,1300.0,2242.0
U1378,23,female,154.2,68.0,sedentary,gain_muscle,none,28.6,overweight,1368.0,1642.0
U1379,44,female,157.6,78.8,very_active,lose_weight,none,31.7,obese,1392.0,2645.0
U1380,30,male,174.6,77.6,light,maintain,vegetarian,25.5,overweight,1722.0,2368.0
U1381,30,male,159.3,48.0,moderate,lose_weight,vegan,18.9,normal,1331.0,2063.0
U1382,25,male,157.1,70.1,light,lose_weight,none,28.4,overweight,1563.0,2149.0
U1383,45,male,181.6,55.5,very_active,lose_weight,high-protein,16.8,underweight,1470.0,2793.0
U1384,17,female,161.8,62.1,sedentary,gain_muscle,high-protein,23.7,normal,1386.0,1663.0
U1385,28,female,158.6,40.0,light,lose_weight,vegetarian,15.9,underweight,1090.0,1499.0
U1386,43,male,172.0,58.3,active,lose_weight,vegetarian,19.7,normal,1448.0,2498.0
U1387,39,female,162.8,60.8,light,lose_weight,vegetarian,22.9,normal,1270.0,1746.0
U1388,50,male,174.9,63.9,light,lose_weight,vegan,20.9,normal,1487.0,2045.0
U1389,26,female,164.1,54.0,active,maintain,none,20.1,normal,1275.0,2199.0
U1390,47,male,179.7,67.9,active,lose_weight,high-protein,21.0,normal,1572.0,2712.0
U1391,53,female,164.0,82.8,sedentary,lose_weight,vegetarian,30.8,obese,1427.0,1712.0
U1392,35,female,164.5,81.0,moderate,lose_weight,low-carb,29.9,overweight,1502.0,2328.0
U1393,28,male,171.9,81.1,sedentary,gain_muscle,low-carb,27.4,overweight,1750.0,2100.0
U1394,43,male,170.1,55.6,sedentary,maintain,none,19.2,normal,1409.0,1691.0
U1395,44,female,169.2,55.4,moderate,gain_muscle,none,19.4,normal,1230.0,1906.0
U1396,20,male,172.5,65.7,sedentary,lose_weight,vegetarian,22.1,normal,1640.0,1968.0
U1397,43,male,172.2,67.7,light,lose_weight,vegetarian,22.8,normal,1543.0,2122.0
U1398,23,female,162.5,60.2,light,lose_weight,high-protein,22.8,normal,1342.0,1845.0
U1399,43,female,156.3,57.5,active,gain_muscle,none,23.5,normal,1176.0,2029.0
U1400,61,male,165.2,52.9,moderate,lose_weight,vegetarian,19.4,normal,1262.0,1956.0
U1401,42,male,170.5,73.5,sedentary,lose_weight,low-carb,25.3,overweight,1596.0,1915.0
U1402,53,male,169.9,46.6,very_active,gain_muscle,low-carb,16.1,underweight,1268.0,2409.0
U1403,31,female,151.3,53.5,active,gain_muscle,none,23.4,normal,1165.0,2010.0
U1404,61,male,157.2,40.0,light,lose_weight,low-carb,16.2,underweight,1082.0,1488.0
U1405,55,male,178.2,64.6,very_active,gain_muscle,none,20.3,normal,1490.0,2831.0
U1406,60,male,167.3,69.6,light,lose_weight,vegetarian,24.9,normal,1447.0,1990.0
U1407,52,female,163.3,81.7,light,lose_weight,none,30.6,obese,1417.0,1948.0
U1408,47,male,168.7,76.9,light,lose_weight,vegetarian,27.0,overweight,1593.0,2190.0
U1409,41,female,163.8,67.9,sedentary,gain_muscle,none,25.3,overweight,1337.0,1604.0
U1410,61,female,156.7,61.6,moderate,lose_weight,none,25.1,overweight,1129.0,1750.0
U1411,57,female,162.7,40.0,moderate,gain_muscle,none,15.1,underweight,971.0,1505.0
U1412,36,female,159.9,46.3,active,lose_weight,low-carb,18.1,underweight,1121.0,1934.0
U1413,20,female,158.8,40.0,sedentary,maintain,vegetarian,15.9,underweight,1132.0,1358.0
U1414,16,female,159.4,89.6,sedentary,maintain,vegan,35.3,obese,1651.0,1981.0
U1415,27,male,172.5,84.1,light,gain_muscle,vegan,28.3,overweight,1789.0,2460.0
U1416,19,female,168.1,75.8,sedentary,gain_muscle,none,26.8,overweight,1553.0,1864.0
U1417,26,male,167.2,75.6,very_active,gain_muscle,none,27.0,overweight,1676.0,3184.0
U1418,21,male,165.1,46.5,moderate,maintain,none,17.1,underweight,1397.0,2165.0
U1419,64,female,165.6,73.4,active,lose_weight,vegetarian,26.8,overweight,1288.0,2222.0
U1420,20,female,164.0,91.8,moderate,gain_muscle,low-carb,34.1,obese,1682.0,2607.0
U1421,46,female,149.3,64.1,sedentary,lose_weight,none,28.8,overweight,1183.0,1420.0
U1422,33,male,177.0,72.3,sedentary,lose_weight,vegan,23.1,normal,1669.0,2003.0
U1423,24,male,181.1,80.2,light,maintain,high-protein,24.5,normal,1819.0,2501.0
U1424,50,male,165.2,71.0,active,lose_weight,low-carb,26.0,overweight,1498.0,2584.0
U1425,63,male,166.9,85.7,light,maintain,none,30.8,obese,1590.0,2186.0
U1426,54,male,161.9,52.1,sedentary,lose_weight,low-carb,19.9,normal,1268.0,1522.0
U1427,63,male,186.2,84.0,moderate,lose_weight,vegetarian,24.2,normal,1694.0,2626.0
U1428,44,male,174.1,54.3,sedentary,gain_muscle,vegetarian,17.9,underweight,1416.0,1699.0
U1429,49,female,166.9,72.3,moderate,gain_muscle,high-protein,26.0,overweight,1360.0,2108.0
U1430,23,male,162.6,77.6,sedentary,lose_weight,none,29.4,overweight,1682.0,2018.0
U1431,57,female,157.5,41.5,moderate,gain_muscle,high-protein,16.7,underweight,953.0,1477.0
U1432,52,female,159.7,64.1,light,lose_weight,vegetarian,25.1,overweight,1218.0,1675.0
U1433,28,male,170.2,47.6,active,lose_weight,high-protein,16.4,underweight,1405.0,2424.0
U1434,33,male,179.5,87.5,moderate,gain_muscle,high-protein,27.2,overweight,1837.0,2847.0
U1435,45,male,188.2,71.5,sedentary,maintain,vegetarian,20.2,normal,1671.0,2005.0
U1436,16,female,157.6,81.0,active,gain_muscle,none,32.6,obese,1554.0,2681.0
U1437,56,male,164.8,87.1,active,lose_weight,none,32.1,obese,1626.0,2805.0
U1438,29,male,165.9,72.5,moderate,lose_weight,high-protein,26.3,overweight,1622.0,2514.0
U1439,19,female,151.1,40.0,very_active,lose_weight,vegetarian,17.5,underweight,1088.0,2067.0
U1440,32,female,165.1,67.1,active,gain_muscle,high-protein,24.6,normal,1382.0,2384.0
U1441,56,male,171.1,58.6,sedentary,lose_weight,none,20.0,normal,1380.0,1656.0
U1442,29,male,172.3,69.8,light,lose_weight,vegetarian,23.5,normal,1635.0,2248.0
U1443,42,male,166.3,47.5,light,lose_weight,high-protein,17.2,underweight,1309.0,1800.0
U1444,55,male,178.2,80.1,moderate,maintain,high-protein,25.2,overweight,1645.0,2550.0
U1445,17,male,169.3,40.0,very_active,lose_weight,none,14.0,underweight,1378.0,2618.0
U1446,53,female,171.1,54.6,moderate,gain_muscle,none,18.7,normal,1189.0,1843.0
U1447,30,female,159.9,66.1,light,maintain,high-protein,25.9,overweight,1349.0,1855.0
U1448,50,male,170.7,94.0,very_active,lose_weight,high-protein,32.3,obese,1762.0,3348.0
U1449,25,female,157.6,40.4,moderate,lose_weight,none,16.3,underweight,1103.0,1710.0
U1450,22,male,172.1,60.3,light,lose_weight,vegetarian,20.4,normal,1574.0,2164.0
U1451,54,female,156.9,49.1,very_active,maintain,none,19.9,normal,1041.0,1978.0
U1452,55,female,150.7,52.9,light,gain_muscle,none,23.3,normal,1035.0,1423.0
U1453,64,female,155.9,48.6,moderate,lose_weight,none,20.0,normal,979.0,1517.0
U1454,49,female,168.0,90.8,light,maintain,none,32.2,obese,1552.0,2134.0
U1455,38,male,170.6,56.4,very_active,lose_weight,high-protein,19.4,normal,1445.0,2746.0
U1456,25,male,167.0,89.9,light,gain_muscle,none,32.2,obese,1823.0,2507.0
U1457,30,male,176.6,75.2,light,gain_muscle,high-protein,24.1,normal,1711.0,2353.0
U1458,47,male,173.2,65.7,moderate,gain_muscle,vegetarian,21.9,normal,1510.0,2340.0
U1459,32,female,158.4,46.5,active,lose_weight,none,18.5,normal,1134.0,1956.0
U1460,39,male,169.7,78.6,sedentary,lose_weight,none,27.3,overweight,1657.0,1988.0
U1461,24,female,162.0,51.3,sedentary,gain_muscle,none,19.5,normal,1244.0,1493.0
U1462,37,male,168.4,66.9,very_active,lose_weight,vegan,23.6,normal,1542.0,2930.0
U1463,27,male,182.4,63.5,active,maintain,low-carb,19.1,normal,1645.0,2838.0
U1464,21,male,175.4,71.7,light,gain_muscle,high-protein,23.3,normal,1713.0,2355.0
U1465,22,female,149.9,68.3,light,gain_muscle,high-protein,30.4,obese,1349.0,1855.0
U1466,41,female,158.9,77.4,light,maintain,high-protein,30.7,obese,1401.0,1926.0
U1467,33,male,172.6,78.0,moderate,maintain,high-protein,26.2,overweight,1699.0,2633.0
U1468,20,male,165.4,75.1,moderate,gain_muscle,vegetarian,27.5,overweight,1690.0,2620.0
U1469,41,female,148.9,67.1,active,lose_weight,vegan,30.3,obese,1236.0,2132.0
U1470,24,male,172.1,69.6,sedentary,gain_muscle,none,23.5,normal,1657.0,1988.0
U1471,16,female,157.1,67.8,active,lose_weight,none,27.5,overweight,1419.0,2448.0
U1472,22,male,168.2,51.4,sedentary,gain_muscle,vegan,18.2,underweight,1460.0,1752.0
U1473,37,male,169.7,68.0,active,gain_muscle,vegan,23.6,normal,1561.0,2693.0
U1474,62,male,174.9,52.2,sedentary,maintain,none,17.1,underweight,1310.0,1572.0
U1475,27,male,175.2,69.7,sedentary,lose_weight,low-carb,22.7,normal,1662.0,1994.0
U1476,29,male,167.9,47.8,sedentary,lose_weight,none,17.0,underweight,1387.0,1664.0
U1477,27,male,175.3,71.4,sedentary,gain_muscle,vegan,23.2,normal,1680.0,2016.0
U1478,33,female,157.9,62.6,light,maintain,low-carb,25.1,overweight,1287.0,1770.0
U1479,51,male,151.9,47.5,moderate,lose_weight,none,20.6,normal,1174.0,1820.0
U1480,31,male,168.6,76.2,active,gain_muscle,low-carb,26.8,overweight,1666.0,2874.0
U1481,48,male,179.6,69.1,moderate,gain_muscle,high-protein,21.4,normal,1578.0,2446.0
U1482,60,male,160.2,53.8,moderate,gain_muscle,vegan,21.0,normal,1244.0,1928.0
U1483,62,female,167.4,56.3,light,maintain,low-carb,20.1,normal,1138.0,1565.0
U1484,43,male,183.1,80.9,active,gain_muscle,vegan,24.1,normal,1743.0,3007.0
U1485,50,female,168.2,94.0,sedentary,gain_muscle,vegetarian,33.2,obese,1580.0,1896.0
U1486,61,male,172.0,64.8,light,lose_weight,vegan,21.9,normal,1423.0,1957.0
U1487,54,female,148.7,53.4,sedentary,gain_muscle,none,24.2,normal,1032.0,1238.0
U1488,30,male,183.4,70.7,sedentary,maintain,none,21.0,normal,1708.0,2050.0
U1489,22,female,150.8,47.1,moderate,gain_muscle,none,20.7,normal,1142.0,1770.0
U1490,21,male,172.3,75.5,sedentary,gain_muscle,none,25.4,overweight,1732.0,2078.0
U1491,59,male,181.5,93.5,sedentary,maintain,high-protein,28.4,overweight,1779.0,2135.0
U1492,43,female,163.8,70.2,active,lose_weight,low-carb,26.2,overweight,1350.0,2329.0
U1493,30,female,156.7,62.5,sedentary,lose_weight,low-carb,25.5,overweight,1293.0,1552.0
U1494,32,female,153.4,70.0,moderate,lose_weight,none,29.7,overweight,1338.0,2074.0
U1495,29,male,175.5,66.3,light,maintain,vegetarian,21.5,normal,1620.0,2228.0
U1496,55,female,160.2,48.7,active,gain_muscle,vegetarian,19.0,normal,1052.0,1815.0
U1497,46,female,161.4,66.0,moderate,lose_weight,none,25.3,overweight,1278.0,1981.0
U1498,59,female,155.3,62.2,sedentary,lose_weight,vegetarian,25.8,overweight,1137.0,1364.0
U1499,30,male,161.6,55.5,active,maintain,none,21.3,normal,1420.0,2450.0
U1500,39,female,156.3,52.4,light,lose_weight,low-carb,21.4,normal,1145.0,1574.0
U1501,21,female,154.8,55.4,light,lose_weight,none,23.1,normal,1256.0,1727.0
U1502,63,female,156.7,60.2,moderate,lose_weight,high-protein,24.5,normal,1105.0,1713.0
U1503,41,male,167.1,78.1,moderate,maintain,high-protein,28.0,overweight,1625.0,2519.0
U1504,43,male,158.8,48.6,light,maintain,vegan,19.3,normal,1268.0,1744.0
U1505,36,female,155.8,43.3,light,gain_muscle,none,17.8,underweight,1066.0,1466.0
U1506,29,male,179.1,75.0,sedentary,lose_weight,none,23.4,normal,1729.0,2075.0
U1507,62,female,172.9,64.3,moderate,lose_weight,low-carb,21.5,normal,1253.0,1942.0
U1508,39,male,177.1,65.5,very_active,gain_muscle,none,20.9,normal,1572.0,2987.0
U1509,49,male,171.4,94.6,light,gain_muscle,none,32.2,obese,1777.0,2443.0
U1510,17,female,166.2,63.3,very_active,lose_weight,low-carb,22.9,normal,1426.0,2709.0
U1511,29,male,165.3,60.8,sedentary,gain_muscle,high-protein,22.3,normal,1501.0,1801.0
U1512,55,male,186.4,92.2,active,gain_muscle,vegan,26.5,overweight,1817.0,3134.0
U1513,20,female,152.3,40.0,very_active,gain_muscle,none,17.2,underweight,1091.0,2073.0
U1514,20,female,158.8,66.3,moderate,lose_weight,vegetarian,26.3,overweight,1394.0,2161.0
U1515,55,female,156.2,40.0,sedentary,lose_weight,high-protein,16.4,underweight,940.0,1128.0
U1516,31,male,159.8,51.2,light,lose_weight,none,20.1,normal,1361.0,1871.0
U1517,29,male,167.3,48.4,sedentary,gain_muscle,none,17.3,underweight,1390.0,1668.0
U1518,43,female,158.3,66.6,moderate,gain_muscle,none,26.6,overweight,1279.0,1982.0
U1519,25,male,171.4,64.5,very_active,lose_weight,vegetarian,22.0,normal,1596.0,3032.0
U1520,18,male,171.6,85.1,light,lose_weight,none,28.9,overweight,1838.0,2527.0
U1521,16,male,193.0,93.6,sedentary,lose_weight,high-protein,25.1,overweight,2067.0,2480.0
U1522,19,male,164.5,64.5,light,maintain,none,23.8,normal,1583.0,2177.0
U1523,23,female,150.9,40.0,moderate,gain_muscle,none,17.6,underweight,1067.0,1654.0
U1524,50,female,161.5,75.8,moderate,lose_weight,low-carb,29.1,overweight,1356.0,2102.0
U1525,30,female,163.0,48.4,sedentary,maintain,low-carb,18.2,underweight,1192.0,1430.0
U1526,19,male,172.8,78.9,active,maintain,vegan,26.4,overweight,1779.0,3069.0
U1527,16,male,164.7,54.9,sedentary,gain_muscle,low-carb,20.2,normal,1503.0,1804.0
U1528,39,male,172.7,66.5,moderate,gain_muscle,none,22.3,normal,1554.0,2409.0
U1529,57,male,175.6,102.6,light,lose_weight,vegetarian,33.3,obese,1844.0,2536.0
U1530,32,male,174.3,57.2,sedentary,maintain,none,18.8,normal,1506.0,1807.0
U1531,19,male,176.0,65.7,moderate,gain_muscle,vegetarian,21.2,normal,1667.0,2584.0
U1532,27,male,181.9,63.5,moderate,gain_muscle,high-protein,19.2,normal,1642.0,2545.0
U1533,40,female,165.7,70.6,light,maintain,high-protein,25.7,overweight,1381.0,1899.0
U1534,25,female,156.3,55.5,active,lose_weight,none,22.7,normal,1246.0,2149.0
U1535,63,male,163.8,53.5,moderate,maintain,none,19.9,normal,1249.0,1936.0
U1536,53,male,167.8,46.6,light,maintain,low-carb,16.6,underweight,1255.0,1726.0
U1537,32,female,163.9,50.2,very_active,lose_weight,vegetarian,18.7,normal,1205.0,2290.0
U1538,62,female,156.9,56.7,very_active,gain_muscle,none,23.0,normal,1077.0,2046.0
U1539,31,female,158.7,74.0,sedentary,lose_weight,none,29.4,overweight,1416.0,1699.0
U1540,22,male,165.4,57.6,very_active,gain_muscle,none,21.1,normal,1505.0,2860.0
U1541,61,female,158.2,40.0,active,lose_weight,none,16.0,underweight,923.0,1592.0
U1542,63,male,160.4,67.1,sedentary,lose_weight,none,26.1,overweight,1364.0,1637.0
U1543,31,male,170.4,76.1,moderate,maintain,vegetarian,26.2,overweight,1676.0,2598.0
U1544,45,male,161.7,78.9,sedentary,maintain,vegetarian,30.2,obese,1580.0,1896.0
U1545,24,male,165.0,81.1,moderate,gain_muscle,vegetarian,29.8,overweight,1727.0,2677.0
U1546,47,male,169.2,91.8,very_active,maintain,none,32.1,obese,1746.0,3317.0
U1547,49,male,162.6,53.0,light,lose_weight,none,20.0,normal,1306.0,1796.0
U1548,50,female,156.6,40.0,moderate,gain_muscle,none,16.3,underweight,968.0,1500.0
U1549,43,male,177.2,48.4,sedentary,maintain,high-protein,15.4,underweight,1382.0,1658.0
U1550,50,male,168.2,62.4,moderate,lose_weight,high-protein,22.1,normal,1430.0,2216.0
U1551,43,male,168.9,93.9,active,gain_muscle,none,32.9,obese,1785.0,3079.0
U1552,56,male,175.8,73.8,sedentary,lose_weight,vegetarian,23.9,normal,1562.0,1874.0
U1553,24,male,167.0,51.9,moderate,lose_weight,vegetarian,18.6,normal,1448.0,2244.0
U1554,39,male,166.5,56.1,light,maintain,vegetarian,20.2,normal,1412.0,1942.0
U1555,36,male,180.4,66.6,moderate,maintain,vegan,20.5,normal,1618.0,2508.0
U1556,42,female,159.4,72.5,moderate,maintain,low-carb,28.5,overweight,1350.0,2092.0
U1557,22,female,151.6,47.9,moderate,gain_muscle,none,20.8,normal,1156.0,1792.0
U1558,31,male,178.5,80.1,light,lose_weight,vegetarian,25.1,overweight,1767.0,2430.0
U1559,62,female,161.0,48.7,moderate,gain_muscle,vegetarian,18.8,normal,1022.0,1584.0
U1560,21,female,163.3,70.2,moderate,lose_weight,vegetarian,26.3,overweight,1457.0,2258.0
U1561,47,female,147.6,54.4,moderate,lose_weight,none,25.0,overweight,1070.0,1658.0
U1562,48,female,158.1,55.1,moderate,lose_weight,vegetarian,22.0,normal,1138.0,1764.0
U1563,39,female,169.7,91.0,active,lose_weight,none,31.6,obese,1615.0,2786.0
U1564,17,female,158.7,77.6,sedentary,lose_weight,vegan,30.8,obese,1522.0,1826.0
U1565,17,female,168.9,53.7,sedentary,gain_muscle,vegan,18.8,normal,1347.0,1616.0
U1566,29,male,174.6,53.6,very_active,gain_muscle,none,17.6,underweight,1487.0,2825.0
